Mod:Item:MetaData, Localized Name
chiselsandbits:block_bit:0, Chiseled Bit - Diamond Ore
chiselsandbits:block_bit:0, Chiseled Bit - Block of Diamond
chiselsandbits:block_bit:0, Chiseled Bit - Crafting Table
chiselsandbits:block_bit:0, Chiseled Bit - Redstone Ore
chiselsandbits:block_bit:0, Chiseled Bit - Ice
chiselsandbits:block_bit:0, Chiseled Bit - Snow
chiselsandbits:block_bit:0, Chiseled Bit - Clay
chiselsandbits:block_bit:0, Chiseled Bit - Netherrack
chiselsandbits:block_bit:0, Chiseled Bit - Glowstone
chiselsandbits:block_bit:0, Chiseled Bit - White Stained Glass
chiselsandbits:block_bit:0, Chiseled Bit - Orange Stained Glass
chiselsandbits:block_bit:0, Chiseled Bit - Magenta Stained Glass
chiselsandbits:block_bit:0, Chiseled Bit - Light Blue Stained Glass
chiselsandbits:block_bit:0, Chiseled Bit - Yellow Stained Glass
chiselsandbits:block_bit:0, Chiseled Bit - Lime Stained Glass
chiselsandbits:block_bit:0, Chiseled Bit - Pink Stained Glass
chiselsandbits:block_bit:0, Chiseled Bit - Gray Stained Glass
chiselsandbits:block_bit:0, Chiseled Bit - Light Gray Stained Glass
chiselsandbits:block_bit:0, Chiseled Bit - Cyan Stained Glass
chiselsandbits:block_bit:0, Chiseled Bit - Purple Stained Glass
chiselsandbits:block_bit:0, Chiseled Bit - Blue Stained Glass
chiselsandbits:block_bit:0, Chiseled Bit - Brown Stained Glass
chiselsandbits:block_bit:0, Chiseled Bit - Green Stained Glass
chiselsandbits:block_bit:0, Chiseled Bit - Red Stained Glass
chiselsandbits:block_bit:0, Chiseled Bit - Black Stained Glass
chiselsandbits:block_bit:0, Chiseled Bit - Stone Monster Egg
chiselsandbits:block_bit:0, Chiseled Bit - Stone Monster Egg
chiselsandbits:block_bit:0, Chiseled Bit - Stone Monster Egg
chiselsandbits:block_bit:0, Chiseled Bit - Stone Monster Egg
chiselsandbits:block_bit:0, Chiseled Bit - Stone Monster Egg
chiselsandbits:block_bit:0, Chiseled Bit - Stone Monster Egg
chiselsandbits:block_bit:0, Chiseled Bit - Stone Bricks
chiselsandbits:block_bit:0, Chiseled Bit - Mossy Stone Bricks
chiselsandbits:block_bit:0, Chiseled Bit - Cracked Stone Bricks
chiselsandbits:block_bit:0, Chiseled Bit - Chiseled Stone Bricks
chiselsandbits:block_bit:0, Chiseled Bit - Melon
chiselsandbits:block_bit:0, Chiseled Bit - Mycelium
chiselsandbits:block_bit:0, Chiseled Bit - Nether Brick
chiselsandbits:block_bit:0, Chiseled Bit - End Stone
chiselsandbits:block_bit:0, Chiseled Bit - Redstone Lamp
chiselsandbits:block_bit:0, Chiseled Bit - Emerald Ore
chiselsandbits:block_bit:0, Chiseled Bit - Block of Emerald
chiselsandbits:block_bit:0, Chiseled Bit - Block of Redstone
chiselsandbits:block_bit:0, Chiseled Bit - Nether Quartz Ore
chiselsandbits:block_bit:0, Chiseled Bit - Block of Quartz
chiselsandbits:block_bit:0, Chiseled Bit - Chiseled Quartz Block
chiselsandbits:block_bit:0, Chiseled Bit - Pillar Quartz Block
chiselsandbits:block_bit:0, Chiseled Bit - White Terracotta
chiselsandbits:block_bit:0, Chiseled Bit - Orange Terracotta
chiselsandbits:block_bit:0, Chiseled Bit - Magenta Terracotta
chiselsandbits:block_bit:0, Chiseled Bit - Light Blue Terracotta
chiselsandbits:block_bit:0, Chiseled Bit - Yellow Terracotta
chiselsandbits:block_bit:0, Chiseled Bit - Lime Terracotta
chiselsandbits:block_bit:0, Chiseled Bit - Pink Terracotta
chiselsandbits:block_bit:0, Chiseled Bit - Gray Terracotta
chiselsandbits:block_bit:0, Chiseled Bit - Light Gray Terracotta
chiselsandbits:block_bit:0, Chiseled Bit - Cyan Terracotta
chiselsandbits:block_bit:0, Chiseled Bit - Purple Terracotta
chiselsandbits:block_bit:0, Chiseled Bit - Blue Terracotta
chiselsandbits:block_bit:0, Chiseled Bit - Brown Terracotta
chiselsandbits:block_bit:0, Chiseled Bit - Green Terracotta
chiselsandbits:block_bit:0, Chiseled Bit - Red Terracotta
chiselsandbits:block_bit:0, Chiseled Bit - Black Terracotta
chiselsandbits:block_bit:0, Chiseled Bit - Acacia Leaves
chiselsandbits:block_bit:0, Chiseled Bit - Dark Oak Leaves
chiselsandbits:block_bit:0, Chiseled Bit - Acacia Wood Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Dark Oak Wood Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Prismarine
chiselsandbits:block_bit:0, Chiseled Bit - Prismarine Bricks
chiselsandbits:block_bit:0, Chiseled Bit - Dark Prismarine
chiselsandbits:block_bit:0, Chiseled Bit - Sea Lantern
chiselsandbits:block_bit:0, Chiseled Bit - Hay Bale Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Terracotta
chiselsandbits:block_bit:0, Chiseled Bit - Block of Coal
chiselsandbits:block_bit:0, Chiseled Bit - Packed Ice
chiselsandbits:block_bit:0, Chiseled Bit - Red Sandstone
chiselsandbits:block_bit:0, Chiseled Bit - Chiseled Red Sandstone
chiselsandbits:block_bit:0, Chiseled Bit - Smooth Red Sandstone
chiselsandbits:block_bit:0, Chiseled Bit - Purpur Block
chiselsandbits:block_bit:0, Chiseled Bit - Purpur Pillar Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - End Stone Bricks
chiselsandbits:block_bit:0, Chiseled Bit - Nether Wart Block
chiselsandbits:block_bit:0, Chiseled Bit - Red Nether Brick
chiselsandbits:block_bit:0, Chiseled Bit - Bone Block Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Observer Down
chiselsandbits:block_bit:0, Chiseled Bit - White Glazed Terracotta South
chiselsandbits:block_bit:0, Chiseled Bit - Orange Glazed Terracotta South
chiselsandbits:block_bit:0, Chiseled Bit - Magenta Glazed Terracotta South
chiselsandbits:block_bit:0, Chiseled Bit - Light Blue Glazed Terracotta South
chiselsandbits:block_bit:0, Chiseled Bit - Yellow Glazed Terracotta South
chiselsandbits:block_bit:0, Chiseled Bit - Lime Glazed Terracotta South
chiselsandbits:block_bit:0, Chiseled Bit - Pink Glazed Terracotta South
chiselsandbits:block_bit:0, Chiseled Bit - Gray Glazed Terracotta South
chiselsandbits:block_bit:0, Chiseled Bit - Light Gray Glazed Terracotta South
chiselsandbits:block_bit:0, Chiseled Bit - Cyan Glazed Terracotta South
chiselsandbits:block_bit:0, Chiseled Bit - Purple Glazed Terracotta South
chiselsandbits:block_bit:0, Chiseled Bit - Blue Glazed Terracotta South
chiselsandbits:block_bit:0, Chiseled Bit - Brown Glazed Terracotta South
chiselsandbits:block_bit:0, Chiseled Bit - Green Glazed Terracotta South
chiselsandbits:block_bit:0, Chiseled Bit - Red Glazed Terracotta South
chiselsandbits:block_bit:0, Chiseled Bit - Black Glazed Terracotta South
chiselsandbits:block_bit:0, Chiseled Bit - White Concrete
chiselsandbits:block_bit:0, Chiseled Bit - Orange Concrete
chiselsandbits:block_bit:0, Chiseled Bit - Magenta Concrete
chiselsandbits:block_bit:0, Chiseled Bit - Light Blue Concrete
chiselsandbits:block_bit:0, Chiseled Bit - Yellow Concrete
chiselsandbits:block_bit:0, Chiseled Bit - Lime Concrete
chiselsandbits:block_bit:0, Chiseled Bit - Pink Concrete
chiselsandbits:block_bit:0, Chiseled Bit - Gray Concrete
chiselsandbits:block_bit:0, Chiseled Bit - Light Gray Concrete
chiselsandbits:block_bit:0, Chiseled Bit - Cyan Concrete
chiselsandbits:block_bit:0, Chiseled Bit - Purple Concrete
chiselsandbits:block_bit:0, Chiseled Bit - Blue Concrete
chiselsandbits:block_bit:0, Chiseled Bit - Brown Concrete
chiselsandbits:block_bit:0, Chiseled Bit - Green Concrete
chiselsandbits:block_bit:0, Chiseled Bit - Red Concrete
chiselsandbits:block_bit:0, Chiseled Bit - Black Concrete
chiselsandbits:block_bit:0, Chiseled Bit - White Concrete Powder
chiselsandbits:block_bit:0, Chiseled Bit - Orange Concrete Powder
chiselsandbits:block_bit:0, Chiseled Bit - Magenta Concrete Powder
chiselsandbits:block_bit:0, Chiseled Bit - Light Blue Concrete Powder
chiselsandbits:block_bit:0, Chiseled Bit - Yellow Concrete Powder
chiselsandbits:block_bit:0, Chiseled Bit - Lime Concrete Powder
chiselsandbits:block_bit:0, Chiseled Bit - Pink Concrete Powder
chiselsandbits:block_bit:0, Chiseled Bit - Gray Concrete Powder
chiselsandbits:block_bit:0, Chiseled Bit - Light Gray Concrete Powder
chiselsandbits:block_bit:0, Chiseled Bit - Cyan Concrete Powder
chiselsandbits:block_bit:0, Chiseled Bit - Purple Concrete Powder
chiselsandbits:block_bit:0, Chiseled Bit - Blue Concrete Powder
chiselsandbits:block_bit:0, Chiseled Bit - Brown Concrete Powder
chiselsandbits:block_bit:0, Chiseled Bit - Green Concrete Powder
chiselsandbits:block_bit:0, Chiseled Bit - Red Concrete Powder
chiselsandbits:block_bit:0, Chiseled Bit - Black Concrete Powder
chiselsandbits:block_bit:0, Chiseled Bit - Magical Planks
chiselsandbits:block_bit:0, Chiseled Bit - Magical Wood
chiselsandbits:block_bit:0, Chiseled Bit - Diagonal Wood
chiselsandbits:block_bit:0, Chiseled Bit - Angel Block
chiselsandbits:block_bit:0, Chiseled Bit - Redstone Clock
chiselsandbits:block_bit:0, Chiseled Bit - Compressed Cobblestone
chiselsandbits:block_bit:0, Chiseled Bit - Double Compressed Cobblestone
chiselsandbits:block_bit:0, Chiseled Bit - Triple Compressed Cobblestone
chiselsandbits:block_bit:0, Chiseled Bit - Quadruple Compressed Cobblestone
chiselsandbits:block_bit:0, Chiseled Bit - Quintuple Compressed Cobblestone
chiselsandbits:block_bit:0, Chiseled Bit - Sextuple Compressed Cobblestone
chiselsandbits:block_bit:0, Chiseled Bit - Septuple Compressed Cobblestone
chiselsandbits:block_bit:0, Chiseled Bit - Octuple Compressed Cobblestone
chiselsandbits:block_bit:0, Chiseled Bit - Compressed Dirt
chiselsandbits:block_bit:0, Chiseled Bit - Double Compressed Dirt
chiselsandbits:block_bit:0, Chiseled Bit - Triple Compressed Dirt
chiselsandbits:block_bit:0, Chiseled Bit - Quadruple Compressed Dirt
chiselsandbits:block_bit:0, Chiseled Bit - Compressed Sand
chiselsandbits:block_bit:0, Chiseled Bit - Double Compressed Sand
chiselsandbits:block_bit:0, Chiseled Bit - Compressed Gravel
chiselsandbits:block_bit:0, Chiseled Bit - Double Compressed Gravel
chiselsandbits:block_bit:0, Chiseled Bit - Compressed Netherrack
chiselsandbits:block_bit:0, Chiseled Bit - Double Compressed Netherrack
chiselsandbits:block_bit:0, Chiseled Bit - Triple Compressed Netherrack
chiselsandbits:block_bit:0, Chiseled Bit - Quadruple Compressed Netherrack
chiselsandbits:block_bit:0, Chiseled Bit - Quintuple Compressed Netherrack
chiselsandbits:block_bit:0, Chiseled Bit - Sextuple Compressed Netherrack
chiselsandbits:block_bit:0, Chiseled Bit - Border Stone
chiselsandbits:block_bit:0, Chiseled Bit - Crossed Stone
chiselsandbits:block_bit:0, Chiseled Bit - Polished Stone
chiselsandbits:block_bit:0, Chiseled Bit - Stoneburnt
chiselsandbits:block_bit:0, Chiseled Bit - Sandy Glass
chiselsandbits:block_bit:0, Chiseled Bit - Truchet
chiselsandbits:block_bit:0, Chiseled Bit - Blue Quartz
chiselsandbits:block_bit:0, Chiseled Bit - Quartzburnt
chiselsandbits:block_bit:0, Chiseled Bit - Rainbow Stone
chiselsandbits:block_bit:0, Chiseled Bit - Thickened Glass
chiselsandbits:block_bit:0, Chiseled Bit - Thickened Glass (Bordered)
chiselsandbits:block_bit:0, Chiseled Bit - Thickened Glass (Patterned)
chiselsandbits:block_bit:0, Chiseled Bit - Dark Glass
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Glass
chiselsandbits:block_bit:0, Chiseled Bit - Redstone Glass
chiselsandbits:block_bit:0, Chiseled Bit - Block of Enchanted Metal
chiselsandbits:block_bit:0, Chiseled Bit - Block of Demon Metal
chiselsandbits:block_bit:0, Chiseled Bit - Block of Evil Infused Iron
chiselsandbits:block_bit:0, Chiseled Bit - Ferrous-Juniper Planks
chiselsandbits:block_bit:0, Chiseled Bit - Raw Ferrous-Juniper Planks
chiselsandbits:block_bit:0, Chiseled Bit - Compressed Crafting Table
chiselsandbits:block_bit:0, Chiseled Bit - Double Compressed Crafting Table
chiselsandbits:block_bit:0, Chiseled Bit - Neutronium Block
chiselsandbits:block_bit:0, Chiseled Bit - Infinity Block
chiselsandbits:block_bit:0, Chiseled Bit - Crystal Matrix
chiselsandbits:block_bit:0, Chiseled Bit - Draconium Ore
chiselsandbits:block_bit:0, Chiseled Bit - Draconium Ore
chiselsandbits:block_bit:0, Chiseled Bit - Draconium Ore
chiselsandbits:block_bit:0, Chiseled Bit - Draconium Block
chiselsandbits:block_bit:0, Chiseled Bit - Draconium Block
chiselsandbits:block_bit:0, Chiseled Bit - Awakened Draconium Block
chiselsandbits:block_bit:0, Chiseled Bit - Draconium Infused Obsidian
chiselsandbits:block_bit:0, Chiseled Bit - Dislocation Normalization Field Projector
chiselsandbits:block_bit:0, Chiseled Bit - Reinforced Stone
chiselsandbits:block_bit:0, Chiseled Bit - Reinforced Stone Brick
chiselsandbits:block_bit:0, Chiseled Bit - Reinforced Dirt
chiselsandbits:block_bit:0, Chiseled Bit - Reinforced Dirt Brick
chiselsandbits:block_bit:0, Chiseled Bit - Stable Stone
chiselsandbits:block_bit:0, Chiseled Bit - Rimmed Stable Stone
chiselsandbits:block_bit:0, Chiseled Bit - Rimmed Black Stable Stone
chiselsandbits:block_bit:0, Chiseled Bit - Black Stable Stone
chiselsandbits:block_bit:0, Chiseled Bit - Black Rimmed Stable Stone
chiselsandbits:block_bit:0, Chiseled Bit - Black Rimmed Black Stable Stone
chiselsandbits:block_bit:0, Chiseled Bit - Blue Stable Stone
chiselsandbits:block_bit:0, Chiseled Bit - Blue Rimmed Stable Stone
chiselsandbits:block_bit:0, Chiseled Bit - Blue Rimmed Black Stable Stone
chiselsandbits:block_bit:0, Chiseled Bit - Brown Stable Stone
chiselsandbits:block_bit:0, Chiseled Bit - Brown Rimmed Stable Stone
chiselsandbits:block_bit:0, Chiseled Bit - Brown Rimmed Black Stable Stone
chiselsandbits:block_bit:0, Chiseled Bit - Cyan Stable Stone
chiselsandbits:block_bit:0, Chiseled Bit - Cyan Rimmed Stable Stone
chiselsandbits:block_bit:0, Chiseled Bit - Cyan Rimmed Black Stable Stone
chiselsandbits:block_bit:0, Chiseled Bit - Green Stable Stone
chiselsandbits:block_bit:0, Chiseled Bit - Green Rimmed Stable Stone
chiselsandbits:block_bit:0, Chiseled Bit - Green Rimmed Black Stable Stone
chiselsandbits:block_bit:0, Chiseled Bit - Light Blue Stable Stone
chiselsandbits:block_bit:0, Chiseled Bit - Light Blue Rimmed Stable Stone
chiselsandbits:block_bit:0, Chiseled Bit - Light Blue Rimmed Black Stable Stone
chiselsandbits:block_bit:0, Chiseled Bit - Light Stable Stone
chiselsandbits:block_bit:0, Chiseled Bit - Light Rimmed Stable Stone
chiselsandbits:block_bit:0, Chiseled Bit - Light Rimmed Black Stable Stone
chiselsandbits:block_bit:0, Chiseled Bit - Lime Stable Stone
chiselsandbits:block_bit:0, Chiseled Bit - Lime Rimmed Stable Stone
chiselsandbits:block_bit:0, Chiseled Bit - Lime Rimmed Black Stable Stone
chiselsandbits:block_bit:0, Chiseled Bit - Magenta Stable Stone
chiselsandbits:block_bit:0, Chiseled Bit - Magenta Rimmed Stable Stone
chiselsandbits:block_bit:0, Chiseled Bit - Magenta Rimmed Black Stable Stone
chiselsandbits:block_bit:0, Chiseled Bit - Orange Stable Stone
chiselsandbits:block_bit:0, Chiseled Bit - Orange Rimmed Stable Stone
chiselsandbits:block_bit:0, Chiseled Bit - Orange Rimmed Black Stable Stone
chiselsandbits:block_bit:0, Chiseled Bit - Pink Stable Stone
chiselsandbits:block_bit:0, Chiseled Bit - Pink Rimmed Stable Stone
chiselsandbits:block_bit:0, Chiseled Bit - Pink Rimmed Black Stable Stone
chiselsandbits:block_bit:0, Chiseled Bit - Plain Stable Stone
chiselsandbits:block_bit:0, Chiseled Bit - Plain Rimmed Stable Stone
chiselsandbits:block_bit:0, Chiseled Bit - Plain Rimmed Black Stable Stone
chiselsandbits:block_bit:0, Chiseled Bit - Purple Stable Stone
chiselsandbits:block_bit:0, Chiseled Bit - Purple Rimmed Stable Stone
chiselsandbits:block_bit:0, Chiseled Bit - Purple Rimmed Black Stable Stone
chiselsandbits:block_bit:0, Chiseled Bit - Red Stable Stone
chiselsandbits:block_bit:0, Chiseled Bit - Red Rimmed Stable Stone
chiselsandbits:block_bit:0, Chiseled Bit - Red Rimmed Black Stable Stone
chiselsandbits:block_bit:0, Chiseled Bit - Yellow Stable Stone
chiselsandbits:block_bit:0, Chiseled Bit - Yellow Rimmed Stable Stone
chiselsandbits:block_bit:0, Chiseled Bit - Yellow Rimmed Black  Stable Stone
chiselsandbits:block_bit:0, Chiseled Bit - Block of Copper
chiselsandbits:block_bit:0, Chiseled Bit - Block of Tin
chiselsandbits:block_bit:0, Chiseled Bit - Block of Lead
chiselsandbits:block_bit:0, Chiseled Bit - Block of Silver
chiselsandbits:block_bit:0, Chiseled Bit - Block of Steel
chiselsandbits:block_bit:0, Chiseled Bit - Block of Bronze
chiselsandbits:block_bit:0, Chiseled Bit - Block of Nickel
chiselsandbits:block_bit:0, Chiseled Bit - Block of Invar
chiselsandbits:block_bit:0, Chiseled Bit - Block of Zinc
chiselsandbits:block_bit:0, Chiseled Bit - Block of Brass
chiselsandbits:block_bit:0, Chiseled Bit - Abyssal Brick
chiselsandbits:block_bit:0, Chiseled Bit - Fitted Abyssal Stone
chiselsandbits:block_bit:0, Chiseled Bit - Abyssal Block
chiselsandbits:block_bit:0, Chiseled Bit - Ornate Abyssal Stone
chiselsandbits:block_bit:0, Chiseled Bit - Etched Abyssal Stone
chiselsandbits:block_bit:0, Chiseled Bit - Abyssal Cobblestone
chiselsandbits:block_bit:0, Chiseled Bit - Bleached Bone Brick
chiselsandbits:block_bit:0, Chiseled Bit - Fitted Bleached Bone Stone
chiselsandbits:block_bit:0, Chiseled Bit - Bleached Bone Block
chiselsandbits:block_bit:0, Chiseled Bit - Ornate Bleached Bone Stone
chiselsandbits:block_bit:0, Chiseled Bit - Etched Bleached Bone Stone
chiselsandbits:block_bit:0, Chiseled Bit - Bleached Bone Cobblestone
chiselsandbits:block_bit:0, Chiseled Bit - Blood Stained Brick
chiselsandbits:block_bit:0, Chiseled Bit - Fitted Blood Stained Stone
chiselsandbits:block_bit:0, Chiseled Bit - Blood Stained Block
chiselsandbits:block_bit:0, Chiseled Bit - Ornate Blood Stained Stone
chiselsandbits:block_bit:0, Chiseled Bit - Etched Blood Stained Stone
chiselsandbits:block_bit:0, Chiseled Bit - Blood Stained Cobblestone
chiselsandbits:block_bit:0, Chiseled Bit - Frost Bound Brick
chiselsandbits:block_bit:0, Chiseled Bit - Fitted Frost Bound Stone
chiselsandbits:block_bit:0, Chiseled Bit - Frost Bound Block
chiselsandbits:block_bit:0, Chiseled Bit - Ornate Frost Bound Stone
chiselsandbits:block_bit:0, Chiseled Bit - Etched Frost Bound Stone
chiselsandbits:block_bit:0, Chiseled Bit - Frost Bound Cobblestone
chiselsandbits:block_bit:0, Chiseled Bit - Infernal Brick
chiselsandbits:block_bit:0, Chiseled Bit - Fitted Infernal Stone
chiselsandbits:block_bit:0, Chiseled Bit - Infernal Block
chiselsandbits:block_bit:0, Chiseled Bit - Ornate Infernal Stone
chiselsandbits:block_bit:0, Chiseled Bit - Etched Infernal Stone
chiselsandbits:block_bit:0, Chiseled Bit - Infernal Cobblestone
chiselsandbits:block_bit:0, Chiseled Bit - Quarried Brick
chiselsandbits:block_bit:0, Chiseled Bit - Fitted Quarried Stone
chiselsandbits:block_bit:0, Chiseled Bit - Quarried Block
chiselsandbits:block_bit:0, Chiseled Bit - Ornate Quarried Stone
chiselsandbits:block_bit:0, Chiseled Bit - Etched Quarried Stone
chiselsandbits:block_bit:0, Chiseled Bit - Quarried Cobblestone
chiselsandbits:block_bit:0, Chiseled Bit - Sandy Brick
chiselsandbits:block_bit:0, Chiseled Bit - Fitted Sandy Stone
chiselsandbits:block_bit:0, Chiseled Bit - Sandy Block
chiselsandbits:block_bit:0, Chiseled Bit - Ornate Sandy Stone
chiselsandbits:block_bit:0, Chiseled Bit - Etched Sandy Stone
chiselsandbits:block_bit:0, Chiseled Bit - Sandy Cobblestone
